Recipient Name,Recipient EIN,Recipient Website,Recipient Address
Harvard Square Neighborhood Association,N/A,N/A,"P.O. Box 380060
Cambridge, MA, United States 02238"
Harvard University - Hbx,N/A,http://www.harvard.edu,"124 Mount Auburn St
Cambridge, MA, United States 02138-5813"
Hope for the Children of Haiti,43062503,N/A,"47 Eliot Street
South Natick, MA, United States 01760"
Irish Cultural Center Inc of Western New England,300236528,http://www.elmsirishcenter.org,"429 Morgan Road
West Springfield, MA, United States 01089"
Irish Pastoral Centre of the Archdiocese of Bostoninc,N/A,N/A,"Quincy, MA, United States"
It Is Apartheid,271311326,N/A,"79 Amory St
Cambridge, MA, United States 02139-1229"
Jose Mateo Ballet Theater,42773619,http://www.ballettheatre.org,"400 Harvard St
Cambridge, MA, United States 02138"
Korean Cultural Society of Boston Inc,455597792,N/A,"31 Lillian Rd
Lexington, MA, United States 02420-2945"
La Experanza The Hope of the Pioneer Valley Inc,272760538,http://www.laesperanzapv.org,"237 South Street
Northampton, MA, United States 01060"
Lighthouse Holyoke,472357416,http://lighthouseholyoke.org/,"208 Race Street #204
Holyoke, MA, United States 1040"
Lloyd Center for the Environment Inc,N/A,N/A,"430 Potomska Rd
Dartmouth, MA, United States 02748-1326"
Mass Leap,N/A,N/A,"549 Columbus Avenue
Boston, MA, United States 02118"
Massachusetts Asian American Commission,N/A,http://www.aacommission.org,"1 Ashburton Pl., Rm. 810
Boston, MA, United States 02108-1518"
Massachusetts Rehabilitation Commission,N/A,N/A,"600 Washington St
Boston, MA, United States 2111"
Missionary Church of the Haitian Community,N/A,N/A,"100 Temple St.
Somerville, MA, United States 02145"
"MotherWoman, Inc. (DBA Women of Color Health Equity Collective)",N/A,https://www.facebook.com/aqueensnarr...,"PO Box 3477
Springfield, MA, United States 01101"
"Movement Voter Fund, F.S.: Tides Foundation",N/A,https://movement.vote,"PO Box 749
Northampton, MA, United States 01061"
Nantucket Land Council,510180597,http://www.nantucketlandcouncil.org,"Po Box 502
Nantucket, MA, United States 02554"
National Black Women's Society,N/A,N/A,"Boston, MA, United States"
National Immigration Project,N/A,N/A,"14 Beacon Street Ste 602
Boston, MA, United States 02108"
Neediest Families/Combined Communities Fun,N/A,N/A,"New Bedford, MA, United States 02740"
Neighborhood Falmouth Inc,205885831,N/A,"Po Box 435
Falmouth, MA, United States 02541"
Pair Project,N/A,N/A,"98 N Washington St Suite 106
Boston, MA, United States 02114"
"Winchester School of Chinese Culture, Inc",830424270,N/A,"P.O. Box 3232
Woburn, MA, United States 01888-3232"
Northfield Mount Herman School,N/A,N/A,"Mount Herman, MA, United States"
Oxfam,N/A,N/A,"226 Causeway Street
Boston, MA, United States 02114"
Project Itjihad,N/A,N/A,"Po Box 990624
Boston, MA, United States 02199"
R.O.P.E. Fund,N/A,N/A,"c/o Berkshire Taconic Community Foundation
Sheffield, MA, United States 01257-9503"
Race Forhope Dc - National Brain Tumor Society,N/A,N/A,"55 Chapel St Ste 200
Newton, MA, United States 02458-1070"
Remington Middle School,43104974,N/A,"628 Washington Street
Franklin, MA, United States 02038"
Road to Responsibility Inc,43035105,http://roadtoresponsibility.org,"1831 Ocean Street
Marshfield, MA, United States 2050"
Roman Catholic Bishop Worcester St Pauls Church,N/A,N/A,"Blackstone, MA, United States"
Rosenberg Fund for Children,43095890,http://www.rfc.org/,"116 Pleasant St., Ste. 348
Easthampton, MA, United States 01027-2759"
Sacred Earth Network,113033376,http://www.sacredearthnetwork.org,"93A Glasheen Rd.
Petersham, MA, United States 01366-9715"
"Salisbury Singers, Inc.",42619664,N/A,"370 Main Street
Worcester, MA, United States 01608-1724"
Salvation Army,N/A,N/A,"402 Massachusetts Ave.
Cambridge, MA, United States 02139"
Soldiers of Health,N/A,N/A,"20 Walnut Park
Roxbury, MA, United States 02119-1111"
Somali Community & Cultural Association,270833298,N/A,"Roxbury, MA, United States 02119"
South End Soccer,900623475,http://southendsoccer.org,"Po Box 180833
Boston, MA, United States 02118"
"Sunshine Village, Inc.",46190469,http://www.sunshine.us,"75 Litwin Lane
Chicopee, MA, United States 1020"
Sylvias Haven Inc,N/A,N/A,"7 Foster St Unit 29
Revere, MA, United States 02151"
"The Schooner Ernestina-Morrissey Association, Inc.",263290355,http://www.ernestina.org/,"226 Conduit Street Unit 1n
New Bedford, MA, United States 02745"
Threaded,474054831,N/A,"PO box 202
West Newton, MA, United States 02465"
Trusteeship Institute,237321582,N/A,"61 Baker Road
Shutesbury, MA, United States 01072-9703"
Two Circles Inc,464380416,N/A,"Po Box 390929
Cambridge, MA, United States 02139"
Wat-Library Network,461895937,N/A,"27 Old Billerica Road
Bedford, MA, United States 01730"
Wellfleet Historical Society,42544051,N/A,"Po Box 58 266 Main St
Wellfleet, MA, United States 02667"
WestMass ElderCare,42545848,N/A,"4 Valley Mill Road
Holyoke, MA, United States 01040"
Williamstown Theatre Foundation Inc,N/A,N/A,"Wiluamstown, MA, United States"
Winchester Fire and EMS Dept,N/A,N/A,"32 MOUNT VERNON STREET
Winchester, MA, United States 1890"
World Ocean School,N/A,N/A,"212 Northern Ave Ste 301a
Boston, MA, United States 2210"
YMCA Malden,42105874,http://www.maldenymca.org/,"99 Dartmouth Street
Malden, MA, United States 2148"
YMCA of North Attleboro,42131749,http://www.hockymca.org,"300 Elmwood Street
North Attleboro, MA, United States 02760"
American Defenders of Bataan and Corregidor Memori,N/A,N/A,"23 Elwell Rd
Jamaica Plain, MA, United States 02130-3418"
"Behavioral Health Network, Inc.",42103756,http://www.bhninc.org,"417 Liberty Street
Springfield, MA, United States 1104"
Friends of Armenian Cultural Society,N/A,N/A,"PO Box 87
Belmont, MA, United States 02478"
LivableStreets,N/A,N/A,"70 Pacific Street
Cambridge, MA, United States 02139"
Harvard Business School,N/A,https://www.hbs.edu,"P.O. Box 412275
Boston, MA, United States 02241-2275"
Novi Cantori of Greater Springfield Inc,222579741,http://www.novicantori.org,"PO BOX 39
Agawam, MA, United States 01001-0039"
Wgbh Educational Foundation,N/A,N/A,"One Guest Street
Boston, MA, United States 02135"
Calvary United Methodist Church,46000016,N/A,"300 Massachusetts Ave
Arlington, MA, United States 02474"
"People Helping People, Inc.",N/A,N/A,"P.O. Box 343
Burlington, MA, United States 01803"
Westport River Watershed Alliance,42604424,http://www.westportwatershed.org,"1151 Main Road
Westport, MA, United States 02790"
Save Our Heritage Inc,N/A,N/A,"91 Main St Ste 201
Concord, MA, United States 01742"
Agawam Little League,N/A,N/A,"PO Box 778
Agawam, MA, United States 1001"
Boy Scouts Of America,N/A,http://www.wmascouting.org,"1 Arch Road
Westfield, MA, United States 01085"
Boy Scouts of America Troop 7 Lowell St Ritas Parish,N/A,N/A,"Lowell, MA, United States 01854"
Boys & Girls Club of Greater Westfieldinc,N/A,N/A,"Westfield, MA, United States"
Boyscouts of America,N/A,N/A,"Wqburn, MA, United States"
Cape Cod & Islands Council Boy Scouts of America,N/A,N/A,"247 Willow Street
Yarmouth Port, MA, United States 02675"
Cape Cod Super Sluggers Inc,N/A,N/A,"Marstons Mls, MA, United States"
Chelmsford Youth Baseball Inc,N/A,N/A,"Chelmsforo, MA, United States"
Chelsea Rod and Gun Club,N/A,N/A,"PO Box 382
Chelsea, United States 48118-0382"
Congregational Chuhch of West Medford,N/A,N/A,"Medford, MA, United States"
Dalton Benefit Association,N/A,N/A,"Oalton, MA, United States"
Dartmouth Girls Little League Inc,43254116,N/A,"Dartmouth, MA, United States 02747-0064"
District Is Little League,N/A,N/A,"Beverly, MA, United States"
Douglas Scouting Association Inc,861176442,N/A,"Po Box 898
Douglas, MA, United States 01516"
Douglas Waybright Elementary School,N/A,N/A,"Saugus, MA, United States 01906"
Excel Church Masssachusetts,N/A,N/A,"LEOMfNSTER, MA, United States"
Excel Church Masssachusetts,N/A,N/A,"Leominster, MA, United States"
Foxboro Touchdown Club Inc,N/A,N/A,"184 Mechanic St
Foxborough, MA, United States 02035-1567"
Franklin County Hockey Assoc)atid N,N/A,N/A,"Greenfield, MA, United States"
Friends of Lowell High School Nc,N/A,N/A,"Lowell, MA, United States"
Fundamental Hoops Inc,N/A,N/A,"North an Dover, MA, United States"
GHACfc CHAPEL INC,N/A,N/A,"Lexington, MA, United States"
Ghs Cross Country Track Booster Club,N/A,N/A,"Gardner, MA, United States"
Girl Scouts of Eastern Massachusetts Troop 76i34,N/A,N/A,"Saugus, MA, United States"
Gray House Inc,42783515,http://www.grayhouse.org,"22 Sheldon Street
Springfield, MA, United States 1107"
Historic Holyoke at Wistariahurst,208875772,http://www.wistariahurst.com,"238 Cabot St
Holyoke, MA, United States 01040"
Historic Marine Education Inc Marine Detachment I797,N/A,N/A,"Charlestown, MA, United States 02129-0209"
Holbrook Little League,N/A,N/A,"Holbrook, MA, United States"
Japanese Resource Exchange,264256051,N/A,"465 Waverley Oaks Rd
Waltham, MA, United States 02452-8438"
Jubilee Christian Church International Inc,N/A,http://www.jubileeboston.org,"1500 Blue Hill Avenue
Boston, MA, United States 2126"
Junior Achievement,N/A,N/A,"40 Fifth Avenue Suite 300
Waltham, MA, United States 02451"
Junior Raiiers Hockey Club Inc,N/A,N/A,"Worcester, MA, United States"
Lunenburg Middle School,N/A,N/A,"Lunenburg, MA, United States 01462"
Maplewood in Dependant Youth Baseball League Inc,N/A,N/A,"Fall River, MA, United States"
Marlboro Youth Baseball Associationinc,N/A,N/A,"Marlboro, MA, United States"
Marshfielo Youth Baseball League (nc,N/A,N/A,"Marshfield, MA, United States"
Massachusett Vfw Foundation Inc,N/A,N/A,"Boston, MA, United States"
Massachusetts Audubon Society Inc,N/A,N/A,"Uncoln, MA, United States"
Midoleborough Little League Inc,N/A,N/A,"Middleborough, MA, United States"
North Central Mass Youth Hockey,42750453,N/A,"P O Box 212
Gardner, MA, United States 01440"
North Quincy High School,N/A,N/A,"North Quincy, MA, United States 02171-2231"
North Shore Baseball Umpires Assoc Inc,N/A,N/A,"Danvers, MA, United States"
NORTHBRtDGE MIDDLE SCHOOL BOOSTER CLUB,N/A,N/A,"Whitinsville, MA, United States"
Norton High School,N/A,N/A,"66 W Main St
Norton, MA, United States 02766-2713"
Ouincy Youth Soccer League,N/A,N/A,"Ouincy, MA, United States"
Our Lady of Peace Church,550910005,N/A,"90 7th St
Turners Falls, MA, United States 01376-1417"
Pan Mass Challenge,42746912,http://www.pmc.org,"Needham, MA, United States 02494"
Pope John XxIII High School,N/A,N/A,"888 Broadway
Everett, MA, United States 02149"
Saugus American Little League,N/A,N/A,"Saugus, MA, United States 1906"
Seekonk Flag Football League,N/A,N/A,"Seekonk, MA, United States"
Shea's Youth Basketball Association,454409593,N/A,"10 Blue Rock Road
South Yarmouth, MA, United States 02664"
Star Hawks Youth Hockey Association of Hudson-Milford-Northborough,N/A,N/A,"Hudson, MA, United States"
Taconic High,N/A,N/A,"Pittsfield, MA, United States 01201"
Taconic High Schol,N/A,N/A,"Pittsfield, MA, United States"
Taunton Youth Basketball Inc,N/A,N/A,"East Taunton, MA, United States"
The Open Door Cape Ann Food Pantry Inc,N/A,N/A,"North Chelmsford, MA, United States 1863"
Thrive Support & Advocacy Formerly Known As Greater Marlboro Programsinc),N/A,N/A,"Marlborough, MA, United States"
Thrive Support & Advocacy Inc,N/A,N/A,"65 Boston Post Rd W Ste 220
Marlboro, MA, United States 01752-1855"
Troop S9 Peabody,N/A,N/A,"Peabody, MA, United States 1960"
United Neighbors of Cleghorn,42706755,http://www.cleghorncenter.org,"18 Fairmount St.
Fitchburg, MA, United States 01420-7612"
Wellesley Chinese Language School,271049533,N/A,"42 Oak Street
Wellesley, MA, United States 02482"
Wellesley Middle,N/A,N/A,"Wellesley, MA, United States"
Hyannis Supporting Our Youth,455083529,N/A,"Po Box 1521
Hyannis, MA, United States 02601"
NAACP National Association for the Advancement of Colored People,43366721,http://www.naacpspringfield.org,"PO Box 90163
Springfield, MA, United States 01139-0163"
Congregation Beth Elohim,N/A,N/A,"133 Prospect Street
Acton, MA, United States 01720"
Masters and Waroens of the Grand Lodge of Masons of Massachusetts,N/A,N/A,"Boston, MA, United States"
Town of Granby,N/A,N/A,"10-B West State Street
Granby, MA, United States 01033"
Guthrie Center Corp.,43137289,N/A,"2 Van Deusenville Road
Great Barrington, MA, United States 01230"
Marblehead Sports Foundation,460767142,N/A,"Po Box 240
Marblehead, MA, United States 01945"
Amesbury Elementary School,46189634,N/A,"South Hampton Rd
Amesbury, MA, United States 01913"
Mishawum Choral Society,43397873,N/A,"PO BOX 135
Woburn, MA, United States 18010"
Anonymous Individual(s),N/A,N/A,"Orange, MA, United States"
Chelsea Educational Foundation,412240509,http://www.chelseaeducationfoundatio...,"500 Broadway
Chelsea, MA, United States 02150"
JAPANESE LANGUAGE SCHOOL OF GREATERBOSTON INC,465593143,http://jlsboston.org,"792 MASSACHUSETTS AVE
Arlington, MA, United States 02476"
l-CARE FUND AMERICA INC,N/A,N/A,"Boston, MA, United States"
Multicultural Youth Tour of Whats Now,43328081,http://www.mytowninc.org,"70 Burbank St.
Boston, MA, United States 02115-3630"
Friends of Holyoke Public Schools,262580396,http://www.friendshps.org,"P.O. Box 10261
Holyoke, MA, United States 01040"
Dartmouth Natural Resources,237113649,N/A,"PO Box 70567
North Dartmouth, MA, United States 02747"
Acton Chinese-American Civic Society Inc,812857993,http://actoncivic.org/wp/,"52 WOOD LN
Acton, MA, United States 01720-4529"
DAILY BREAD FOOD PANTRY INC,43170472,N/A,"21 EXCHANGE STREET
Milford, MA, United States 01757"
Mother Carolyn,N/A,N/A,"97 Leighton Road
Boston, MA, United States 02136"
Our Lady of Czestochowa,42106742,N/A,"34 Ward Street
Worcester, MA, United States 01610"
Joe Andruzzi Foundation Inc,N/A,N/A,"49 Plain Street, Suite 500
North Attleboro, MA, United States 2760"
Boston Chinatown Neighborhood Centerinc,N/A,N/A,"Boston, MA, United States"
Somerville Hispanic Association for Community Development Inc,432083625,http://www.sha4cd.org,"59 Cross St
Somerville, MA, United States 2145"
NCAAA - Black Nativity,N/A,N/A,"300 Walnut Ave
Roxbury, MA, United States 02119"
A Better Chance of Andover,N/A,N/A,"PO Box 212
Andover, MA, United States 01810"
Acts Aboriginal Christian Training Services Inc,43325012,N/A,"32 Hillcrest Rd
Reading, MA, United States 01867-3307"
Agape AIDS Orphan Care,N/A,N/A,"Po Box 776
Medfield, MA, United States 02052-0776"
American International College,42103701,http://www.aic.edu,"1000 State Street
Springfield, MA, United States 01109-3151"
Art For The Soul Art Gallery Inc,452068344,http://www.art4thesoul.org/,"235 State St Apt 308
Springfield, MA, United States 01103-1748"
Art in the Park,N/A,N/A,"Po Box 20603
Worcester, MA, United States 01602"
"Artists for Humanity, Inc.",N/A,N/A,"100 W Second St.
South Boston, MA, United States 2127"
Avon Middle High School Boosters,N/A,N/A,"287 W Main St
Avon, MA, United States 02322"
Barre Center,N/A,N/A,"149 Lockwood Road
Barre, MA, United States 01005"
Black Lives Matter Global Network,N/A,N/A,"PO Box 441146
Somerville, MA, United States 02144"
Brandon Green,N/A,N/A,"11 Memorial Dr
Orange, MA, United States 01364"
Breaking Barriers,371425829,N/A,"517 Moody St
Waltham, MA, United States 02453-0506"
Calling All Crows,263763300,http://www.callingallcrows.org,"7 Elliot St.
Jamaica Plain, MA, United States 2130"
Cambridge Insight Meditation Center Inc. Tax Id Number: 222 622 760,222622760,http://www.cimc.info,"331 Broadway
Cambridge, MA, United States 02139"
Cantemus Chamber Chords,N/A,N/A,"Po Box 784
Ipswich, MA, United States 01938"
Cape Coo Literacy Council Inc,N/A,N/A,"Hyannis, MA, United States"
Dear SantaCommunity Fund of New Bedford,N/A,N/A,"63 Union St
New Bedford, MA, United States 02740"
Dismas House,N/A,http://dismashouse.org/,"Po Box 30125
Worcester, MA, United States 01603"
Easter Seals,42103867,http://ma.easterseals.com,"PO Box 1410
Boston, MA, United States 02205-1410"
Families Organizing For Racial Justice,N/A,N/A,"42 Milo Street
Newton, MA, United States 02465"
Fidelity House,453734495,https://www.fidelityhouse.org/,"25 Medford St
Arlington, MA, United States 2474"
Franklin & Bellingham Rail Trail Committee,471009886,N/A,"360 Oak St
Franklin, MA, United States 02038-2931"
Friends of Boston Latin Academy,205933822,http://latinacademy.org/friends-of-bla/,"205 Townsend St
Boston, MA, United States 02121"
Friends of the Blue Hills Charitable Trust,42627412,N/A,"Po Box 416
Milton, MA, United States 02186"
Friends of the Holyoke Public Library,N/A,http://friendsoftheholyokepubliclibr...,"250 Chestnut Street
Holyoke, MA, United States 01040"
